f	type
1	čː-ü-l
1	m-a-r-kʷ
1	č-p̃-e-ž
1	r-ä-q
1	m-i-ʁ
1	s-ɨ-r
1	s-r-ɨ-n
1	d-a-ʁ
1	s-ɨ-w
1	n-e-j
1	q̃-u
1	z-a-j
1	q̃-ɨ-χ
1	q̃-a-p
1	w-a-c'
1	χʷ-a-l
1	ü-r
1	h-ü-l
1	n-a-š
1	b-l-a-χ
1	c̃-e-w
1	r-a-ʁ
1	w-a-r-z
1	n-a-q'ʷ
1	q̃-ɨ-m
1	š-i-m
1	r-u-g
1	čʷ-e-l
1	č-i-r-x
1	č-ɨ-χ
1	k-e-r
1	t̃ʷ-e-χ
1	k'-a-l
1	j-a-d
1	t'-i
1	s-t'-a-l
1	č-i-g
1	q̃-a-l
1	ž-i-w
1	m-ɨ-r-k
1	c̃-i-f
1	k-a-f
1	χ-u-r-t
1	kʷ-e-l
1	m-ɨ-r-s
1	p-a-n
1	g-ɨ-m
1	r-ü-q
1	e-kʷ
1	ä
1	q-ä-n
1	q̃-a-j
1	g-a-t
1	g-a-d
1	q'-ü-d
1	j-ɨ-ʁ
1	j-i-f
1	n-a-z
1	t̃ʷ-a-r
1	t̃-ü
1	ʕ-ä-j
1	m-ä-ʕ
1	b-a-r
1	s-e-s
1	o-n
1	q'-i-n
1	m-e-l
1	q'-ü-l
1	k'-a-c'
1	š-e-ʔ
1	č-k̃-a
1	m-e-s
1	r-a-g
1	e-r
1	š-i
1	
