f	type
1	p-a-r
1	t'-a
1	t'-a-l
1	r-u-b
1	l-u
1	q'-u-n
1	t'-u-ʔˤ
1	χ-u-r
1	kʷ-e-lʲ
1	c'-i-k'ʷ
1	r-a-ʁˤ
1	j-a-χʷ
1	d-a-r-kʷ
1	ɢˤ-a-c'
1	z-i-n
1	ǯ-i-r
1	χ-a-d
1	m-a-χ
1	c'-ɨ
1	c'-ü
1	t'-u-r-č
1	č-e
1	k-a-š
1	č-a-n
1	k-a-n-t'
1	m-a-t'
1	ɢ-ɨ-l
1	l-i-n-ǯ
1	ɢ-a-ʁ
1	č-a-r
1	t-m-a
1	χ-e
1	z-e-kʲ
1	t-u-p
1	h-e-r
1	n-i-x
1	r-e-b
1	č-u-m-k
1	j-u
1	z-e-n-gʲ
1	e-g
1	z-i-l
1	m-ɨ-š
1	ʒ-ɨ-r
1	ɢ-u-r
1	u-s
1	k-ɨ-b
1	t'-a-m-s
1	k-u-r
1	g-u-l
1	g-ü-z
1	ɢ-a-b
1	j-e-g
1	p-a-ʁ
1	d-a-χ
1	k-u-p
1	a-f
1	f-a-j
1	k'-a-z
1	s-e-ʔ
1	r-ü
1	q-i-r
1	q-i
1	m-a-j
1	s-i-xʷ
1	b-ɨ-t
1	k'-a-n
1	n-a-r
1	k-i-d
1	t'-a-k
1	c-u-r
1	gʷ-a
1	š-a-g
1	q'ˤ-a-b
1	k'ʷ-a-r
1	m-u-ɢˤ
1	k'-u-č
1	b-ɨ-n
1	ǯ-i-l
1	m-a-s
1	k-u-š
1	w-ɨ-t
1	x-ɨ-l
1	ʔˤ-u-r
1	t-e-n
1	ɢ-u-ǯ
1	r-a-n-g
1	q'ʷ-a-b
1	ɢ-a-w
1	č-u-r
1	g-ü
1	ʁˤ-a-d
1	q'ˤ-ɨ-t'
1	r-u-χˤ
1	n-a-w
1	w-i-xʲ
1	χˤ-ɨ-d
1	χ-u-j
1	s-a-r
1	hˤ-a-t
1	r-a-t
1	ǯʷ-e-l
1	r-a-q-l
1	l-ɨ-b
1	s-ɨ-l
1	s-ɨ-w
1	w-ɨ-s
1	ɢ-u-j
1	l-e-c'
1	ʔˤ-u-ʔˤ
1	d-e-r
1	j-a-n
1	χˤ-a-l
1	w-i
1	r-i-ʁ
1	w-a-z
1	n-a-q'ʷ
1	ɢ-u-m
1	š-i-m
1	d-a-ʁˤ
1	r-u-g
1	t-u-z
1	č'-u-q'ˤ
1	l-a-r
1	l-ɨ-z
1	h-a-r
1	ɢ-a-t
1	k'-a-l
1	x-e-d
1	t'-a-n-k'
1	l-a-m
1	ʁ-a-l
1	j-i-z
1	m-ɨ-k
1	b-u-k
1	x-u-l
1	c'-a-j
1	x-u-m
1	r-ɨ-qˤ
1	c'-u-qˤ
1	j-a-kʷ
1	a-qˤ
1	qˤ-a-n
1	s-e-n
1	ʁˤ-ɨ-n
1	q'ˤ-ɨ-n
1	j-ɨ-ʁ
1	w-ɨ-š
1	h-u-š
1	k'-ɨ-m
1	k-u-b
1	m-a-hˤ
1	h-a
1	j-e-d
1	s-eː-s
1	u-n
1	q'-i-n
1	m-e-lʲ
1	w-a-t
1	m-i-k'ʷ
1	n-a-q'
1	q'ˤ-a-č'
1	r-a-ʁ
1	
